player_id,raw_grid_0,raw_grid_1,raw_grid_2,raw_grid_3,raw_grid_4,raw_grid_5,raw_grid_6,raw_grid_7,raw_grid_8,raw_grid_9,raw_grid_10,raw_grid_11,raw_grid_12,raw_grid_13,raw_grid_14,raw_grid_15,raw_grid_16,raw_grid_17,raw_grid_18,raw_grid_19,raw_grid_20,raw_grid_21,raw_grid_22,raw_grid_23,raw_grid_24,raw_grid_25,raw_grid_26,raw_grid_27,raw_grid_28,raw_grid_29,raw_grid_30,raw_grid_31,raw_grid_32,raw_grid_33,raw_grid_34,raw_grid_35,raw_grid_36,raw_grid_37,raw_grid_38,raw_grid_39,raw_grid_40,raw_grid_41,raw_grid_42,raw_grid_43,raw_grid_44,raw_grid_45,raw_grid_46,raw_grid_47,raw_grid_48,raw_grid_49,raw_grid_50,raw_grid_51,raw_grid_52,raw_grid_53,raw_grid_54,raw_grid_55,raw_grid_56,raw_grid_57,raw_grid_58,raw_grid_59,raw_grid_60,raw_grid_61,raw_grid_62,raw_grid_63,raw_grid_64,raw_grid_65,raw_grid_66,raw_grid_67,raw_grid_68,raw_grid_69,raw_grid_70,raw_grid_71,raw_grid_72,raw_grid_73,raw_grid_74,raw_grid_75,raw_grid_76,raw_grid_77,raw_grid_78,raw_grid_79,raw_grid_80,raw_grid_81,raw_grid_82,raw_grid_83,raw_grid_84,raw_grid_85,raw_grid_86,raw_grid_87,raw_grid_88,raw_grid_89,raw_grid_90,raw_grid_91,raw_grid_92,raw_grid_93,raw_grid_94,raw_grid_95,raw_grid_96,raw_grid_97,raw_grid_98,raw_grid_99,raw_grid_100,raw_grid_101,raw_grid_102,raw_grid_103,raw_grid_104,raw_grid_105,raw_grid_106,raw_grid_107,raw_grid_108,raw_grid_109,raw_grid_110,raw_grid_111,raw_grid_112,raw_grid_113,raw_grid_114,raw_grid_115,raw_grid_116,raw_grid_117,raw_grid_118,raw_grid_119,raw_grid_120,raw_grid_121,raw_grid_122,raw_grid_123,raw_grid_124,raw_grid_125,raw_grid_126,raw_grid_127,raw_grid_128,raw_grid_129,raw_grid_130,raw_grid_131,raw_grid_132,raw_grid_133,raw_grid_134,raw_grid_135,raw_grid_136,raw_grid_137,raw_grid_138,raw_grid_139,raw_grid_140,raw_grid_141,raw_grid_142,raw_grid_143,raw_grid_144,raw_grid_145,raw_grid_146,raw_grid_147,raw_grid_148,raw_grid_149,raw_grid_150,raw_grid_151,raw_grid_152,raw_grid_153,raw_grid_154,raw_grid_155,raw_grid_156,raw_grid_157,raw_grid_158,raw_grid_159,raw_grid_160,raw_grid_161,raw_grid_162,raw_grid_163,raw_grid_164,raw_grid_165,raw_grid_166,raw_grid_167,raw_grid_168,raw_grid_169,raw_grid_170,raw_grid_171,raw_grid_172,raw_grid_173,raw_grid_174,raw_grid_175,raw_grid_176,raw_grid_177,raw_grid_178,raw_grid_179,raw_grid_180,raw_grid_181,raw_grid_182,raw_grid_183,raw_grid_184,raw_grid_185,raw_grid_186,raw_grid_187,raw_grid_188,raw_grid_189,raw_grid_190,raw_grid_191,dataset_name,player_name,role_name,team_name,n_matches,total_touches,player_name_key,player_id_key,specific_position,position_status,transfermarkt_raw_position,transfermarkt_url
36,0.0,0.0052730152,0.00678786,0.008244774,0.008051355,0.012005835,0.013516228,0.005370436,0.0030271285,0.0025172778,0.0049284482,0.0013149244,0.0026266961,0.0035854988,0.0,0.0010834236,0.0028058514,0.0054561654,0.012856717,0.010088051,0.028967647,0.011424085,0.011124622,0.012700562,0.011835569,0.008980149,0.01237466,0.0080565605,0.0033196968,0.0019336955,0.0,0.0,0.0015121631,0.006716826,0.004323293,0.013491279,0.035252992,0.02703559,0.017104693,0.0035465087,0.00854352,0.012470437,0.018025678,0.008537585,0.0039212164,0.0,0.0,0.0,0.0031136898,0.009191304,0.0121263005,0.020535,0.05264453,0.056917287,0.026559701,0.0176385,0.016883098,0.017843384,0.013657862,0.004936842,0.0014398267,0.0010834236,0.0,0.0,0.0026449831,0.0121477395,0.0048541846,0.009500163,0.022621088,0.03336113,0.011186931,0.0072153476,0.010737611,0.0067789378,0.0020972888,0.0006574622,0.0022407023,0.00069300074,0.0,0.002454992,0.0053659477,0.0051672203,0.0029515857,0.0037696264,0.0151459975,0.010880441,0.006713637,0.015136098,0.009319019,0.0007616146,0.0006574622,0.0,0.0,0.0,0.004697969,0.0,0.0015509314,0.0047767973,0.0010834236,0.0024024025,0.011213113,0.011348704,0.0045107575,0.007107324,0.005613401,0.00085470086,0.0,0.000746826,0.001662577,0.0,0.002258989,0.0,0.0017704518,0.004439978,0.0012406948,0.0015651566,0.0022014414,0.0053313025,0.0059887646,0.0039578755,0.0015232292,0.0,0.0,0.000746826,0.000746826,0.0,0.0015979782,0.0,0.0014794269,0.0,0.0,0.0016163155,0.0052571795,0.002284844,0.0030316699,0.005320236,0.004569688,0.0014546153,0.0007616146,0.00073260075,0.00073260075,0.0,0.0026498325,0.0006574622,0.0,0.0007616146,0.000746826,0.0,0.0,0.0052852165,0.0015084406,0.0015232292,0.004569688,0.0015232292,0.0007616146,0.0,0.0,0.0,0.0006574622,0.0,0.00085470086,0.0015232292,0.0,0.002434646,0.0,0.0015232292,0.0030464584,0.0,0.0038080732,0.002284844,0.0015232292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007616146,0.0,0.0015232292,0.0015232292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1liga,T. Alderweireld,Defender,Tottenham Hotspur,13,1132,t alderweireld,36,CB,DEF_NEEDS_DETAIL,,
48,0.00028058363,0.0,0.00056689343,0.0,0.0003912363,0.0,0.00044091712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036549708,0.0,0.00037537538,0.000308642,0.0011916679,0.0,0.0,0.00044091712,0.0,0.0,0.0011629049,0.00037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00073150074,0.0,0.0,0.0011471291,0.0010519349,0.0010234374,0.00026968715,0.00026968715,0.0,0.00030193236,0.0,0.0,0.0,0.0,0.0,0.0,0.0016413636,0.001515673,0.0022136166,0.0020791998,0.00084921496,0.0019887302,0.00035161746,0.00059238926,0.0,0.0,0.00042087544,0.0,0.0,0.001138468,0.0,0.0,0.0036457041,0.0009273535,0.0019157606,0.0035366204,0.0041766074,0.003723397,0.0013500513,0.0013480687,0.001046062,0.002188722,0.0006978486,0.0,0.0,0.0013567847,0.0009996655,0.0030491857,0.007751065,0.0018691578,0.0033554488,0.005116071,0.0036777072,0.0021453695,0.0064620646,0.0042435075,0.0006603391,0.00047130903,0.0005451339,0.0,0.0,0.0013502254,0.0008321534,0.0034658832,0.013850206,0.0036692044,0.0045509045,0.015174642,0.010970514,0.006441163,0.012559963,0.015462238,0.00385481,0.002985044,0.0024082249,0.00044996032,0.00084883097,0.000617284,0.0,0.0006596398,0.008707879,0.003790211,0.0063943537,0.041140854,0.026441276,0.01646025,0.013568696,0.011828682,0.00717741,0.0071476796,0.002866603,0.0013671659,0.00030193236,0.0023128465,0.0,0.0023094737,0.0059038405,0.00441657,0.010542438,0.04219423,0.03840331,0.030529797,0.016639479,0.017233409,0.02074684,0.0105888285,0.0046913307,0.0025902083,0.0008299269,0.0024284401,0.00025960538,0.0031747306,0.0034795047,0.0063537266,0.012376454,0.044708584,0.039310683,0.028438449,0.0139510585,0.015404033,0.019890921,0.012138767,0.0074010906,0.0006948787,0.0,0.001265093,0.00056116725,0.0038741778,0.012115764,0.007936865,0.011998903,0.022550186,0.025813557,0.0147592975,0.008723173,0.0072311866,0.015830116,0.009639433,0.0051037623,0.00070956565,0.0003912363,0.0007773429,0.00047832806,0.0014379,0.0048898626,0.005904732,0.010495865,0.018249758,0.01122983,0.008436197,0.0045710225,0.0067566326,0.0057510347,0.006569661,0.0031601444,0.0028960353,0.00086488784,0.0013190052,0.00068048085,1liga,J. Vertonghen,Defender,Tottenham Hotspur,36,3070,j vertonghen,48,CB,DEF_NEEDS_DETAIL,,
54,0.00027027028,0.0,0.001664947,0.0012933413,0.002052699,0.003225166,0.0036128715,0.0037267683,0.0009131822,0.0037091323,0.004497105,0.0067637726,0.007466942,0.005442873,0.0040312833,0.023574062,0.0004095004,0.0011017512,0.0012712713,0.00083689624,0.003126641,0.003643239,0.006246941,0.004552795,0.0023103917,0.0066908933,0.010131074,0.014891673,0.010032601,0.00700487,0.011296384,0.001807895,0.00032959788,0.0005005005,0.0,0.00029061318,0.0034288554,0.0076162415,0.00758238,0.007054714,0.0051333457,0.0110886125,0.017637303,0.017250523,0.009585879,0.0009700787,0.0019214564,0.0010039109,0.0,0.0016285985,0.0014996226,0.0021842432,0.003453816,0.008714662,0.011512504,0.006541356,0.011648996,0.01584689,0.023196923,0.02171024,0.012206559,0.0012827329,0.0017041677,0.00258405,0.0,0.0,0.0006744344,0.0007799655,0.0045503834,0.0023358115,0.0038487758,0.003068655,0.0056272475,0.0085951,0.01860684,0.017519992,0.0078939125,0.0020566876,0.0017018596,0.0007426964,0.0,0.0,0.00034211428,0.00091089145,0.0015399884,0.0014528991,0.0017600529,0.01024201,0.015153459,0.005352781,0.016352711,0.017955601,0.004914093,0.002977274,0.0014899112,0.00031796502,0.00034211428,0.0,0.0,0.00068546814,0.0026730187,0.004502139,0.0017443646,0.007353022,0.015433553,0.0051802187,0.017109513,0.020839028,0.006557733,0.0024183951,0.00062336994,0.00080695667,0.0,0.00095004094,0.001064205,0.0023168952,0.0036816795,0.0039359527,0.007690913,0.0035713282,0.0043399204,0.011932782,0.018247535,0.019424517,0.006642597,0.0040955856,0.0024500722,0.0010519925,0.0,0.0,0.00030367446,0.00078282435,0.002348334,0.004364817,0.005258147,0.0047340547,0.0055568134,0.009916613,0.019425087,0.013010361,0.0069181365,0.0031368793,0.0028288872,0.0017790466,0.0,0.0,0.0,0.0013157113,0.003765901,0.0045989663,0.007856738,0.006462992,0.0036683707,0.01189572,0.016618818,0.016807364,0.0068097846,0.0033461987,0.0029084606,0.0014129336,0.0,0.0010086477,0.0014638503,0.00076268637,0.00130503,0.0028188638,0.0036286018,0.002674921,0.0054209996,0.0074628713,0.009910129,0.008268971,0.0032977727,0.0045196535,0.004148232,0.0015226887,0.0,0.00020631318,0.0007162305,0.00020631318,0.0012498464,0.0007908512,0.002118954,0.0034221269,0.0036051306,0.0039267796,0.003427453,0.008328155,0.007664518,0.0034102025,0.003680951,0.020062992,1liga,C. Eriksen,Midfielder,Tottenham Hotspur,37,3105,c eriksen,54,CAM,MID_NEEDS_DETAIL,,
74,0.0,0.0,0.0,0.0,0.0,0.0011238107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00058962265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013586957,0.0,0.0,0.0,0.0,0.00058962265,0.0,0.0011792453,0.0019900086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057339447,0.0028100298,0.0024467227,0.00060096156,0.00057339447,0.0,0.0,0.0,0.0,0.0011075826,0.00086805556,0.0,0.00057339447,0.0,0.0006188119,0.00057339447,0.00058962265,0.0028251263,0.00058962265,0.0017869304,0.0012803094,0.001267839,0.0017477504,0.0,0.00060096156,0.00060096156,0.0,0.0,0.0,0.0,0.0006648936,0.0006648936,0.0,0.0035860892,0.0011578044,0.0012135359,0.007979867,0.0052188113,0.0026379933,0.0031794615,0.0046293074,0.00058962265,0.0011691434,0.00069444446,0.0013020834,0.0008561644,0.0,0.00053418806,0.0041771433,0.013851491,0.0077270498,0.008332475,0.027692245,0.0154021345,0.009352509,0.017562168,0.01008494,0.0033510653,0.00060096156,0.00060096156,0.0008561644,0.0,0.00060096156,0.001284067,0.0053773257,0.0033629565,0.0029963958,0.013129529,0.072147034,0.05616485,0.018556854,0.010446942,0.0054244646,0.0042522806,0.0031383547,0.0016579988,0.0,0.0,0.0009057971,0.0,0.0022961495,0.004611419,0.009391966,0.013980115,0.08304745,0.074477606,0.035516143,0.013867419,0.011996484,0.013853646,0.0058087893,0.002243946,0.0,0.0,0.0,0.0,0.0,0.0065013864,0.0052277762,0.013757674,0.04148229,0.04798088,0.034488074,0.018173965,0.012518683,0.015334938,0.0049479464,0.004095943,0.001359338,0.0,0.0,0.0,0.00086805556,0.004524719,0.0065646274,0.0074241916,0.014314019,0.015560902,0.004913922,0.00499399,0.008083374,0.011330747,0.0057177693,0.0015706907,0.0,0.0,0.0,0.0,0.00053418806,0.0011655012,0.0031364723,0.0016414141,0.012801109,0.009375749,0.0051141214,0.0016996892,0.0025386072,0.0038525409,0.005356458,0.00267226,0.0023977759,0.0,0.0,0.0009057971,1liga,R. Klavan,Defender,Liverpool,16,1396,r klavan,74,CB,DEF_NEEDS_DETAIL,,
93,0.0013422036,0.0033942366,0.002592442,0.005834218,0.010432571,0.011266039,0.017979428,0.0055591404,0.011877323,0.012869764,0.023573134,0.03433322,0.024994224,0.017218102,0.014717448,0.023052238,0.0011114606,0.0030085554,0.003921022,0.0063947556,0.0050306665,0.010691762,0.014437541,0.008526619,0.011559159,0.013254748,0.025013223,0.026314676,0.024698703,0.021177327,0.015557067,0.0061514983,0.0007541478,0.0015923841,0.00085251493,0.0054180548,0.0028862795,0.009468413,0.0026346203,0.00097374094,0.008187805,0.008249337,0.013411815,0.022094548,0.0049485397,0.0021470978,0.001127978,0.0017484659,0.002630692,0.0026193645,0.004023436,0.007240463,0.0033926994,0.005255872,0.0034026392,0.0022302037,0.009167685,0.006346334,0.009120604,0.018050957,0.011679667,0.005637718,0.0044846577,0.0023228312,0.0010223341,0.0009490096,0.0044416077,0.0014851188,0.0033263306,0.00043898154,0.0021541368,0.0016677936,0.005671756,0.005946994,0.0060536982,0.007800835,0.007356897,0.0035596131,0.0041433643,0.0021908397,0.0,0.0,0.0030745813,0.00042625747,0.0016157039,0.0010141988,0.0006684492,0.002197722,0.0048815547,0.0006684492,0.004919019,0.005123522,0.0054283934,0.0015394089,0.0024195977,0.0,0.0,0.00042625747,0.0008169935,0.001300905,0.00046685344,0.0041473527,0.0007541478,0.0032809041,0.0055672317,0.0014910212,0.005370202,0.0047701374,0.007763163,0.0,0.0032332863,0.0,0.0006684492,0.001085341,0.0,0.0010141988,0.0033191573,0.00046685344,0.0015050712,0.00073529413,0.0027505264,0.004559908,0.0036054633,0.006428488,0.004475243,0.002131692,0.0,0.0,0.0,0.0,0.0005252101,0.00058823527,0.00044563282,0.0009920635,0.0016605128,0.00123406,0.002799913,0.0028771162,0.0054675816,0.00805567,0.0043595294,0.0016648385,0.0038129548,0.0012140175,0.0005252101,0.0,0.0022624435,0.0032428356,0.0017101044,0.0021523316,0.0021008404,0.0026486279,0.0013752669,0.004272038,0.006640428,0.0036257205,0.005862509,0.0016244377,0.0033910915,0.0017878364,0.0,0.0005656109,0.0013197587,0.00212309,0.0010073702,0.0037656883,0.0063499627,0.00097084284,0.0017460162,0.004464408,0.0072006425,0.0079328455,0.004052539,0.004276346,0.011649742,0.004110043,0.0014005603,0.0,0.0,0.0020254424,0.0013799301,0.0039674006,0.0022110243,0.005145028,0.00097084284,0.008880398,0.008154672,0.0063004275,0.013018421,0.0052625793,0.006173368,0.028349567,1liga,J. Guðmundsson,Midfielder,Burnley,34,1616,j guðmundsson,93,RW,MID_NEEDS_DETAIL,,
107,0.0,0.0,0.00065832783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001093808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005561735,0.0,0.0,0.0005467468,0.0,0.00049627793,0.0,0.0010080645,0.0005376344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007168459,0.00059737155,0.0,0.0,0.00073313783,0.0,0.0,0.0,0.0,0.0,0.00084889645,0.0,0.0,0.00049627793,0.0,0.0,0.0,0.00089605735,0.00042444823,0.0,0.0005561735,0.0005288207,0.0011701456,0.0004359198,0.0,0.0,0.0,0.0,0.0,0.002930982,0.0014778326,0.0010524514,0.0,0.0012908389,0.0010602059,0.0,0.0,0.0018619269,0.0017354315,0.0,0.0005561735,0.0,0.0005288207,0.0005561735,0.0,0.0068470477,0.01452745,0.0016504212,0.0013166433,0.0025905364,0.0018024462,0.0020264683,0.0033051434,0.004683021,0.0018284734,0.0011575861,0.0009826666,0.0009826666,0.0,0.0,0.0,0.006007488,0.017266193,0.0074907285,0.0025630193,0.006531039,0.0032132815,0.0023945954,0.0026123452,0.0050425287,0.0039529935,0.0022203098,0.0015043424,0.0005561735,0.00059737155,0.0007604697,0.0004359198,0.004995172,0.010655332,0.006711444,0.008933397,0.006574531,0.008689397,0.0068588634,0.0030911998,0.005468097,0.00795127,0.005519965,0.0066931853,0.001093808,0.0009603118,0.003937082,0.002796783,0.0051300037,0.0069535426,0.006310088,0.006554965,0.026521124,0.013726132,0.010196588,0.010231375,0.009425827,0.011227726,0.009086054,0.011836515,0.0060862,0.0035177334,0.0052699083,0.0012050747,0.0020149502,0.008116491,0.008898983,0.016393123,0.0305918,0.017323572,0.027178962,0.012424354,0.016189838,0.018068982,0.020876413,0.016763465,0.010358117,0.008198901,0.0068730493,0.0042632725,0.0025966864,0.008923199,0.013081614,0.019569568,0.044103652,0.025974432,0.034956742,0.026037987,0.03308783,0.0400276,0.035682015,0.046495207,0.026567932,0.027181862,0.02109296,0.003676413,1liga,E. Pieters,Defender,Stoke City,31,1719,e pieters,107,LB,DEF_NEEDS_DETAIL,,
116,0.0005952381,0.0003508772,0.00052910054,0.001984127,0.0003508772,0.0034439191,0.0030483725,0.002582553,0.0006802721,0.0048134024,0.0015385116,0.0032825146,0.0055457633,0.0007751938,0.0016085271,0.00054644805,0.0,0.0008799778,0.0004975124,0.004750506,0.0024212706,0.0029226078,0.005224775,0.0009252711,0.010891118,0.007538296,0.008225669,0.0043925815,0.0030507853,0.0034294506,0.0022820628,0.0,0.0,0.0003508772,0.0,0.0,0.002772071,0.010932804,0.0072252695,0.0029167116,0.008973301,0.0063099903,0.0071871574,0.0062467433,0.002332296,0.0006060606,0.0014472456,0.00052910054,0.0,0.00042194093,0.00054644805,0.0010976467,0.0043097646,0.012391422,0.012405977,0.0079739485,0.012710645,0.015688129,0.016455038,0.007748303,0.008288863,0.001347867,0.0017777123,0.0013216418,0.0,0.00064102566,0.00052910054,0.00081876636,0.0030870975,0.0056511587,0.011482176,0.006638385,0.005322035,0.009680361,0.009791736,0.014994087,0.007412011,0.0004975124,0.0024682863,0.0,0.00033003298,0.0003968254,0.0,0.0027873444,0.009272534,0.0053599863,0.008416043,0.01179349,0.017334573,0.0053256517,0.007004284,0.009052979,0.0010755487,0.00077281817,0.0068732854,0.0007936508,0.0003968254,0.0027029351,0.0016269841,0.0032968791,0.010072003,0.0073330454,0.008909558,0.018129824,0.027633123,0.0035545446,0.014358369,0.0052958536,0.0051251524,0.0055446406,0.0071141836,0.0015873016,0.0,0.0020092425,0.0015542676,0.008565159,0.0059721204,0.00858351,0.008303444,0.0061427653,0.0080885645,0.012802511,0.013466516,0.005825726,0.0023971212,0.0030069207,0.0022573469,0.00074074074,0.00042194093,0.00083333335,0.0,0.0,0.0076375618,0.010244761,0.016925696,0.010033089,0.014173224,0.021046584,0.020570463,0.011774178,0.0065837414,0.0041649183,0.0038164253,0.00054644805,0.0,0.0,0.0011522634,0.00086814363,0.0065717553,0.010981919,0.011425575,0.008558063,0.012772483,0.01841861,0.018634867,0.011614437,0.0024120868,0.0004975124,0.0012820513,0.0,0.0007936508,0.002792475,0.0005376344,0.001779983,0.0036378754,0.0045089293,0.009092512,0.005205055,0.008679212,0.008150391,0.008484817,0.006634942,0.008760278,0.0043911,0.0012820513,0.00139033,0.0,0.0043562246,0.00052910054,0.003515353,0.0030244654,0.0023365417,0.0016666667,0.00089433783,0.005429337,0.005131099,0.0088558,0.004345526,0.009294339,0.010164292,0.00095104147,0.0,1liga,G. Wijnaldum,Midfielder,Liverpool,30,1652,g wijnaldum,116,CM,MID_NEEDS_DETAIL,,
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0010683761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010683761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017482518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021978023,0.004145299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026525198,0.0042735045,0.0067978194,0.0,0.0,0.0015698586,0.0,0.0,0.0,0.0,0.0,0.0030165913,0.0,0.0,0.0,0.0037060978,0.0,0.0017482518,0.0042735045,0.0048503224,0.0030781543,0.0008841733,0.0026525198,0.0,0.0042735045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054029305,0.020186456,0.011326795,0.004531388,0.012421842,0.0008841733,0.0042735045,0.005004799,0.0057294425,0.0,0.003076923,0.0008841733,0.0,0.0,0.0021367522,0.0017482518,0.0074786325,0.015308668,0.009822143,0.017385393,0.01689259,0.009223535,0.003076923,0.0017482518,0.0,0.0021978023,0.0017482518,0.0,0.0,0.0,0.0,0.0,0.0079185525,0.02897923,0.014198026,0.015988542,0.027687911,0.017100716,0.01485992,0.009849567,0.005244755,0.0028345557,0.0033181102,0.0,0.0072900956,0.0008841733,0.0,0.0,0.003076923,0.0030819757,0.010295261,0.00710806,0.037048217,0.019566987,0.017546445,0.0092034405,0.014312403,0.011499175,0.015744738,0.004602902,0.0,0.0013262599,0.0015698586,0.0,0.0047892723,0.009509735,0.0053418805,0.020246824,0.022462554,0.019300409,0.013074357,0.008283609,0.017310763,0.020357383,0.014117945,0.00990303,0.0044082357,0.0022104331,0.0076332013,0.0,0.0019723866,0.008353009,0.009461967,0.013759488,0.033599377,0.027080242,0.027123569,0.0035366933,0.025040202,0.03507715,0.03358039,0.024141448,0.026120206,0.019866802,0.0037060978,0.0,1liga,T. Kongolo,Defender,Huddersfield Town,13,553,t kongolo,132,LB,DEF_NEEDS_DETAIL,,
134,0.0,0.0,0.0,0.0,0.0032271242,0.0,0.0013888889,0.0013888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013297872,0.0013297872,0.0013297872,0.0,0.0,0.0,0.0,0.0038543642,0.0,0.0,0.002718676,0.0,0.0,0.0,0.0,0.0,0.0,0.0051211473,0.0031680225,0.0017857143,0.0,0.0,0.0,0.00831865,0.0018939395,0.0,0.0013297872,0.0013888889,0.0,0.0,0.0,0.0,0.0,0.0056852996,0.0031680225,0.0033420138,0.0,0.011448835,0.003345916,0.00878268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013888889,0.006068033,0.0007621951,0.0,0.014971027,0.010754561,0.012367157,0.0069444445,0.0,0.0018382353,0.0,0.0,0.0,0.0,0.0013297872,0.0,0.004794034,0.02212273,0.007906268,0.014127406,0.026503539,0.0039893193,0.00987395,0.009021197,0.006851074,0.0,0.0036031043,0.0013888889,0.0,0.0,0.0045010345,0.0046791444,0.020424306,0.03275434,0.0126477815,0.013459905,0.02814669,0.02068985,0.004734805,0.015046644,0.010023871,0.0018382353,0.0,0.0018382353,0.0,0.0028409092,0.0013297872,0.0007621951,0.009295069,0.025964543,0.002913279,0.011931819,0.036951378,0.028182032,0.011103049,0.017012734,0.004464286,0.0013888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0055245534,0.0076388894,0.00831135,0.018250661,0.041581146,0.03552722,0.025638022,0.004229798,0.0065691383,0.0015243902,0.0,0.0007621951,0.0,0.0,0.0,0.0,0.0050653596,0.0037913602,0.005794073,0.008230026,0.021116942,0.03301275,0.02018533,0.010247968,0.0030487804,0.0013888889,0.0045731706,0.0018939395,0.0,0.0,0.0,0.0,0.0,0.0047348486,0.005243253,0.011878706,0.013997881,0.012860751,0.011634746,0.008981858,0.006390794,0.006453798,0.0022865853,0.0015243902,0.005140763,0.0,0.0,0.0,0.0069444445,0.0007621951,0.0036796536,0.010830158,0.009212507,0.01034959,0.008531966,0.0032271242,0.0048870156,0.00813976,0.0015243902,0.0,0.0,0.0,0.0,0.0,1liga,B. Martins Indi,Defender,Stoke City,16,521,b martins indi,134,CB,DEF_NEEDS_DETAIL,,
160,0.0056856223,0.010542875,0.015792767,0.016893124,0.05057182,0.05731347,0.03732376,0.039634883,0.037293833,0.059006505,0.045800876,0.028823223,0.030441074,0.022169443,0.016543226,0.0035786428,0.0026579374,0.005335121,0.008336268,0.012500584,0.018044684,0.019305708,0.01659658,0.0049945638,0.012524475,0.01717649,0.018584298,0.016819304,0.01787316,0.010524348,0.0101308925,0.004658419,0.002419325,0.004155172,0.0035509309,0.0095615545,0.014504802,0.0115752295,0.015266105,0.003366988,0.0068247556,0.009010871,0.008166691,0.009862828,0.015742147,0.0025620535,0.0005955926,0.0005720824,0.005556065,0.020340908,0.0030984562,0.011345443,0.00847122,0.00917015,0.005352947,0.0072301,0.0047192825,0.0107787745,0.0062690913,0.0084481845,0.008824442,0.004994065,0.0038833611,0.0,0.006222535,0.008314019,0.0047868597,0.004863943,0.0015956669,0.0,0.001392697,0.0020067485,0.00055035774,0.00053676864,0.0031803697,0.0036463027,0.0028389753,0.0019678806,0.00058754405,0.0,0.0042648823,0.0012424896,0.0065354984,0.0015359168,0.0,0.0005797102,0.00058754405,0.0028697979,0.004493809,0.0023888878,0.0,0.0018162753,0.0,0.0006038647,0.0006038647,0.0010111224,0.00058754405,0.0005720824,0.0005797102,0.0,0.0,0.0,0.0,0.0014492753,0.0011999139,0.00063011976,0.0,0.0,0.00058754405,0.0,0.0023749836,0.0,0.0,0.0019957467,0.0,0.0005955926,0.0,0.0,0.0,0.00055035774,0.0011831366,0.0009881423,0.0,0.00055035774,0.0,0.0,0.0011750881,0.00058754405,0.0,0.0,0.0,0.0,0.0,0.000805153,0.0,0.0,0.0,0.0009881423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007905138,0.00055035774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00053676864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1liga,D. Janmaat,Defender,Watford,23,1285,d janmaat,160,RB,DEF_NEEDS_DETAIL,,
